Position X,Position Y,Position Z,Unit,Category,Collection,TimePointID,TrackID,ID
273.50073349161016,194.75757436234076,73.44863837344178,um,Spot,Position,24,7,xxx
273.9182441289611,194.24675286522628,75.38818361140159,um,Spot,Position,25,7,xxx
274.5614860179992,194.3032087911054,75.87883170906679,um,Spot,Position,26,7,xxx
274.41037802496953,193.9331301155648,75.74533747182784,um,Spot,Position,27,7,xxx
274.4108272615745,193.21001539533597,74.1609534535437,um,Spot,Position,28,7,xxx
275.62212897729415,195.23079994237037,74.60063058753013,um,Spot,Position,29,7,xxx
275.6934294426214,196.75484595620844,74.15361669034104,um,Spot,Position,30,7,xxx
274.6247286575562,197.7821534368502,72.81991176197641,um,Spot,Position,31,7,xxx
274.1814133918036,197.81739313202425,72.15144162390146,um,Spot,Position,32,7,xxx
274.33662881112303,197.1285637772343,70.74039117890806,um,Spot,Position,33,7,xxx
274.4730817567054,196.75317592208447,69.96678397771035,um,Spot,Position,34,7,xxx
274.77647816040684,196.00943040118344,69.65824884749004,um,Spot,Position,35,7,xxx
276.8356590826299,187.71900564337975,64.92987856482436,um,Spot,Position,36,7,xxx
277.9038927025929,186.83814992993644,63.48671183074556,um,Spot,Position,37,7,xxx
278.22424164828425,187.2393376100349,63.27922117527175,um,Spot,Position,38,7,xxx
278.5158806720302,187.28228520937353,63.161802015119406,um,Spot,Position,39,7,xxx
277.78717402399366,188.44244473891374,62.22953762275771,um,Spot,Position,40,7,xxx
277.5221474455569,188.40556581143068,63.77918234631547,um,Spot,Position,41,7,xxx
273.39918552266886,192.08856409946384,74.48052162063317,um,Spot,Position,42,7,xxx
271.1634378369114,194.3528477183051,80.49078213168926,um,Spot,Position,43,7,xxx
271.7585115068498,194.4890593333585,79.46442449785295,um,Spot,Position,44,7,xxx
272.3535851767882,194.62527094841192,78.43806686401663,um,Spot,Position,45,7,xxx
273.42816350581097,194.65151555107406,82.93474932686624,um,Spot,Position,46,7,xxx
274.0131793040533,194.87973520778223,85.62902186240035,um,Spot,Position,47,7,xxx
272.43304508199833,194.21576668793057,86.81037056934146,um,Spot,Position,48,7,xxx
266.74890989455184,191.1130773894377,89.4131613785453,um,Spot,Position,49,7,xxx
265.2185574981764,191.12600454331636,89.24964740637564,um,Spot,Position,50,7,xxx
265.4258224703994,191.06575011577704,89.38211638396527,um,Spot,Position,51,7,xxx
266.08928590577926,190.3564097860466,90.70265092123665,um,Spot,Position,52,7,xxx
265.9020615711598,189.71801392263583,91.60061374731583,um,Spot,Position,53,7,xxx
266.63933388581376,188.84665445977447,91.4380474379842,um,Spot,Position,54,7,xxx
269.0357021558419,185.66246015646612,91.1281748024961,um,Spot,Position,55,7,xxx
268.92011769587606,185.58215754001066,90.9807535284033,um,Spot,Position,56,7,xxx
267.12989808258095,187.57111604812377,90.94163316190735,um,Spot,Position,57,7,xxx
265.7631984097189,189.18863229467775,90.86859456377032,um,Spot,Position,58,7,xxx
265.4668289670586,189.3765098466805,91.22724910392085,um,Spot,Position,59,7,xxx
265.4207462630698,191.87193664475484,92.01949031586258,um,Spot,Position,60,7,xxx
264.9643997870589,191.60215645030135,91.70258650071814,um,Spot,Position,61,7,xxx
265.40497988127095,192.86752341281712,87.87158373119797,um,Spot,Position,62,7,xxx
198.59243933488432,389.18217933613244,5.348363369227808,um,Spot,Position,55,8,xxx
197.52363791631564,391.7037954922174,3.081448802331062,um,Spot,Position,56,8,xxx
197.54027944079593,391.7298000574963,3.098407634864884,um,Spot,Position,57,8,xxx
196.79600530330555,392.26198995854486,1.888171567375226,um,Spot,Position,58,8,xxx
183.9301788179822,396.6765600327741,2.66208535254076,um,Spot,Position,60,9,xxx
182.56949542252704,398.84472948045493,4.810420192531961,um,Spot,Position,61,9,xxx
181.20881202707187,401.01289892813577,6.958755032523165,um,Spot,Position,62,9,xxx
159.60332589948172,403.75493298649354,30.150567564139976,um,Spot,Position,1,10,xxx
160.45724092224526,403.50293522491734,28.50095283982678,um,Spot,Position,2,10,xxx
168.43807809500623,405.99521794231674,20.290341696731073,um,Spot,Position,3,10,xxx
171.7011837714531,405.95115289255233,20.19477981051522,um,Spot,Position,4,10,xxx
169.09549735609653,405.6666726567917,23.711731418617383,um,Spot,Position,5,10,xxx
166.66955476465762,405.3837077413429,26.845310618703735,um,Spot,Position,6,10,xxx
165.78048177085952,405.087448005436,26.49686089944221,um,Spot,Position,7,10,xxx
164.5234941275328,406.1784940609783,26.464482574220945,um,Spot,Position,8,10,xxx
174.25587841036676,407.8513058735643,28.062031534274237,um,Spot,Position,9,10,xxx
181.63095707046642,409.025061683677,29.4315175314871,um,Spot,Position,10,10,xxx
182.33385133787215,410.72523390611116,30.380784108006775,um,Spot,Position,11,10,xxx
179.46012615534562,408.9910736260308,30.135285188141356,um,Spot,Position,12,10,xxx
178.94556534106385,407.83951754323397,31.87694849464055,um,Spot,Position,13,10,xxx
180.75329290321434,408.152287866442,30.637613858863013,um,Spot,Position,14,10,xxx
184.527847364713,410.28701652897513,23.64932087843598,um,Spot,Position,15,10,xxx
187.7798088432657,407.9951622233106,18.450835064432134,um,Spot,Position,20,11,xxx
269.6529211936436,286.0607324634497,63.6119094751227,um,Spot,Position,1,12,xxx
270.09525150925236,285.8791413031926,63.69779160757238,um,Spot,Position,2,12,xxx
274.30615146537133,284.63046902194475,64.59137370437546,um,Spot,Position,3,12,xxx
276.3420536267807,285.5538407029672,65.16953327586035,um,Spot,Position,4,12,xxx
275.51012411908994,285.6931049205365,63.938101083121545,um,Spot,Position,5,12,xxx
275.2793869410913,286.7684747688518,64.07273796477836,um,Spot,Position,6,12,xxx
274.20533624369614,289.79642278928566,63.38559765861396,um,Spot,Position,7,12,xxx
273.6079362354433,291.44853908405605,63.057087578838036,um,Spot,Position,8,12,xxx
273.5790508021681,291.44980979311765,63.17282188780422,um,Spot,Position,9,12,xxx
273.62402567579363,291.4021587427475,63.29531916185832,um,Spot,Position,10,12,xxx
275.5377398199584,291.601657113715,62.40037517700923,um,Spot,Position,11,12,xxx
280.23245802008427,293.43109128636894,58.93549185009949,um,Spot,Position,12,12,xxx
315.3453781991407,282.7542906288468,68.25530271394481,um,Spot,Position,13,12,xxx
313.35566214841776,284.68448399875143,65.89465884933583,um,Spot,Position,14,12,xxx
309.0802938704289,283.53894559213006,65.21103796842715,um,Spot,Position,15,12,xxx
256.6458118316515,275.5698338676576,34.54186130944215,um,Spot,Position,16,12,xxx
232.76676598098595,261.0676943193282,23.854021022415886,um,Spot,Position,17,12,xxx
234.31489953355532,258.40025022842576,25.577803183151204,um,Spot,Position,18,12,xxx
233.5545287210868,257.9873353611995,27.225979438270286,um,Spot,Position,19,12,xxx
238.7505628999334,257.4396366729969,27.40272298991387,um,Spot,Position,20,12,xxx
244.20151430393514,260.2221326283384,31.408441168405215,um,Spot,Position,21,12,xxx
245.2739219178726,262.39470333443677,34.80804912893729,um,Spot,Position,22,12,xxx
246.02290255471064,262.7172867574753,34.12053400491897,um,Spot,Position,23,12,xxx
247.11960837379723,263.4322969919568,32.01439445777671,um,Spot,Position,24,12,xxx
248.21631419288383,264.1473072264383,29.908254910634483,um,Spot,Position,25,12,xxx
250.42779029603966,266.6725075037819,36.50587501987868,um,Spot,Position,26,12,xxx
250.73468521074008,268.1860158547757,37.06153668757704,um,Spot,Position,27,12,xxx
248.71067009990813,266.5383887104493,36.931373082726644,um,Spot,Position,28,12,xxx
246.68665498907617,264.8907615661229,36.80120947787625,um,Spot,Position,29,12,xxx
244.4132539465523,265.5380522863801,36.242164849148566,um,Spot,Position,30,12,xxx
243.29780647247924,263.9499754883506,35.98378297064868,um,Spot,Position,31,12,xxx
243.78897424569283,264.512474380666,36.42553662830522,um,Spot,Position,32,12,xxx
244.25941582789716,264.2879480709462,36.43532868104614,um,Spot,Position,33,12,xxx
248.1006509149256,263.34889467609867,37.191146921211406,um,Spot,Position,34,12,xxx
253.3168387052217,262.4239339675303,37.742008339144014,um,Spot,Position,35,12,xxx
256.147498526101,267.07371739189296,41.13896685161488,um,Spot,Position,36,12,xxx
256.4687450660357,266.116026869845,42.92787810245814,um,Spot,Position,37,12,xxx
257.51165224541677,266.19785795953425,42.6763229005634,um,Spot,Position,38,12,xxx
259.01204691832146,265.7078207795129,42.07748691332392,um,Spot,Position,39,12,xxx
259.1515307719565,265.6637107294298,42.23422360426875,um,Spot,Position,40,12,xxx
258.956417779678,264.07520996163095,42.923486372689815,um,Spot,Position,41,12,xxx
258.63265387837936,262.6607928615475,43.32711669058698,um,Spot,Position,42,12,xxx
258.04459953226683,263.87994411757364,41.449631057458994,um,Spot,Position,43,12,xxx
257.4235204287304,263.7228676132228,40.47125160188502,um,Spot,Position,44,12,xxx
255.8893149510763,263.1096461453072,40.83663640092572,um,Spot,Position,45,12,xxx
257.3083132050124,266.6418468595336,41.59369258808565,um,Spot,Position,46,12,xxx
260.6525863444233,275.5577771398268,42.92706242312055,um,Spot,Position,47,12,xxx
259.0223717185262,281.1835334547331,41.950943943990794,um,Spot,Position,48,12,xxx
265.6757738084892,274.06210610716835,23.17924336300688,um,Spot,Position,49,12,xxx
12.868170301188577,233.0416115204514,46.31001584912632,um,Spot,Position,1,13,xxx
13.006528443364632,232.81517214244872,46.32272881437708,um,Spot,Position,2,13,xxx
13.607297259386302,231.779268842409,46.22982324297376,um,Spot,Position,3,13,xxx
13.657305297293929,231.7682910553116,46.17213941220155,um,Spot,Position,4,13,xxx
8.415624340082841,228.92506786877468,40.80132088721873,um,Spot,Position,5,13,xxx
8.214711424043855,228.52365438924213,40.64695151287878,um,Spot,Position,6,13,xxx
9.378672716344806,227.5790230169941,40.587655755044,um,Spot,Position,7,13,xxx
10.859437268504061,226.4606064202158,40.351516789776575,um,Spot,Position,8,13,xxx
11.609762558552822,226.17210955278148,39.9146087320405,um,Spot,Position,9,13,xxx
11.6773781154919,226.06586905995238,40.26838268551503,um,Spot,Position,10,13,xxx
11.004635186324263,226.31227758251623,42.244578873274165,um,Spot,Position,11,13,xxx
10.014595763110892,226.70982139739135,44.9160988757267,um,Spot,Position,12,13,xxx
13.08428841334326,225.47012429070656,45.406405493464355,um,Spot,Position,13,13,xxx
17.893866237909524,223.52875250335325,44.96190637489563,um,Spot,Position,14,13,xxx
22.453862965394194,217.47329942723246,46.09661154033015,um,Spot,Position,15,13,xxx
26.639488047256464,205.24672441796048,49.60012313176956,um,Spot,Position,16,13,xxx
29.419224870589428,204.90685345233854,46.988700615307316,um,Spot,Position,17,13,xxx
32.152254786458506,208.15599891382803,42.06939837631506,um,Spot,Position,18,13,xxx
