Position X,Position Y,Position Z,Unit,TimePointID,TrackID
242.4836632922,134.4448394647,47.6304547443,um,30,8
240.7266534,137.6582769265,47.8203103553,um,31,8
240.4206792138,137.9591013938,47.8186688026,um,32,8
240.9917523418,139.9909006756,47.1814316083,um,33,8
241.5970356427,139.1929184235,47.9939421325,um,34,8
241.7000807451,138.7182002114,48.3323081279,um,35,8
241.709722872,138.719613562,48.3499091627,um,36,8
242.5571422233,138.6103040596,49.1900097546,um,37,8
242.8162521153,137.4646107866,48.570700471,um,38,8
243.2414548416,136.8716922801,49.504212034,um,39,8
243.0305651119,135.33395823,52.8039752911,um,40,8
242.7481784151,135.1256963795,53.2140117021,um,41,8
242.6652444423,135.3146171617,53.0706722338,um,42,8
243.5370859699,135.4017178023,52.8765552749,um,43,8
243.4715644312,135.7578426159,53.1316281258,um,44,8
244.2194560317,136.3889671867,52.5399339361,um,45,8
244.1238912142,136.5303609981,53.2473520402,um,46,8
244.5722551592,136.4334600896,53.6992676435,um,47,8
245.7163166682,136.7919832639,53.5891571382,um,48,8
245.9041949874,136.6098076071,53.6802785344,um,49,8
245.8990982094,136.5933717643,53.6841815455,um,50,8
245.7530676146,136.5505559847,53.7859060829,um,51,8
245.9175764103,136.4654496328,53.1457882519,um,52,8
245.0614832193,135.9872245045,53.4607436273,um,53,8
243.7853203467,135.6287475516,52.6127572936,um,54,8
243.2991018487,135.1435550206,52.443160696,um,55,8
242.9709970354,134.6810858245,52.5899616782,um,56,8
242.9921092986,133.1009949654,51.3232596381,um,57,8
242.8296289961,133.2431408341,51.0431044874,um,58,8
241.8152026194,133.2379909768,50.8193371117,um,59,8
241.8043096184,133.0950566283,50.838730025,um,60,8
241.9392870364,132.929627418,50.5810794687,um,61,8
242.0849939134,132.9796389536,50.4921890649,um,62,8
397.5024066431,257.5965448992,19.2839310555,um,1,9
397.1558723844,258.8193305105,19.4937754993,um,2,9
397.1977125418,259.5778445059,20.4718346425,um,3,9
398.2016112059,259.0738492135,20.9525351738,um,4,9
398.442472699,258.5697989812,22.007080807,um,5,9
397.3383608064,258.7861726513,22.4526866192,um,6,9
397.4343269292,259.4503008078,23.4622018062,um,7,9
397.6816504793,258.3401379074,23.7376848286,um,8,9
397.0910515345,257.8587439475,24.7214374855,um,9,9
396.7057196432,256.6709924402,24.814341013,um,10,9
395.8352960787,256.1924661251,24.1018336297,um,11,9
395.7283786444,254.9482139099,23.7860331637,um,12,9
395.0937302761,254.0264331764,24.260876009,um,13,9
394.5176938805,254.0488074443,25.350586743,um,14,9
394.7488122072,255.0670722921,25.9982468559,um,15,9
395.8188882884,254.8418039425,25.4365404746,um,16,9
397.0487294609,254.6080725383,25.5396177318,um,17,9
396.8054574,254.5136478727,24.3652941461,um,18,9
396.9902630755,254.3453325031,23.1483880124,um,19,9
398.075744239,254.86390206,23.4330451349,um,20,9
398.9540807332,254.5122027891,24.1592457756,um,21,9
398.599834031,253.8037178318,23.2498749184,um,22,9
398.29457063,253.2372395475,22.1378404273,um,23,9
399.0947131027,252.7419699972,21.3819219849,um,24,9
399.0322899842,252.1080367604,20.401125956,um,25,9
398.9709139548,253.3163128871,20.132801766,um,26,9
400.1078604811,253.3213353233,20.690104573,um,27,9
400.8875918486,252.6143847531,21.2926239633,um,28,9
400.7661124821,253.1132100324,20.1825985371,um,29,9
401.7628501462,253.4822718285,20.6808670532,um,30,9
400.5654510401,253.8385608658,20.5868238158,um,31,9
400.3876462533,254.3186675838,21.7023701725,um,32,9
400.0690364578,253.2105903559,22.1455482295,um,33,9
400.2687611136,252.118233821,22.6117025987,um,34,9
401.0555152785,252.2948719722,23.5305613728,um,35,9
401.0589468367,252.7961410863,24.6151485641,um,36,9
401.8564314151,252.8184807785,25.5288114819,um,37,9
401.3239285001,252.4963990282,26.5807452266,um,38,9
402.0862592423,252.2335845767,27.5546235785,um,39,9
402.0738798649,253.3151535724,26.9383574969,um,40,9
401.1980139616,254.2337985648,26.965680415,um,41,9
401.4094034382,254.5928005161,28.1307222736,um,42,9
401.6118496394,254.9370895376,29.2480421505,um,43,9
401.9631182351,255.2723123046,30.3990587448,um,44,9
401.8317149422,256.4100402842,29.9621970189,um,45,9
402.2796021251,256.942043033,28.9354569134,um,46,9
401.9656883117,257.8439397909,28.0952531986,um,47,9
400.8442615506,258.1401226233,28.2214040276,um,48,9
400.4063015426,259.0177067252,27.4004553986,um,49,9
401.4786407812,259.5830129411,27.2603407382,um,50,9
402.5226639263,258.9178143248,27.4342537818,um,51,9
401.9117569006,258.6422837264,28.4782417529,um,52,9
402.8479634727,259.304476312,28.7329034145,um,53,9
403.8147547374,258.4733513613,28.5379770435,um,54,9
404.441444756,259.0697360215,27.7309956307,um,55,9
403.6054893229,259.7756388561,27.14926203,um,56,9
403.0611532019,260.3027762601,28.1423457222,um,57,9
403.971103046,261.0756756313,27.9786302344,um,58,9
404.1657617562,262.3029892018,28.0230159546,um,59,9
404.7818174576,261.2921802065,28.4313950421,um,60,9
405.5259698972,261.3871723615,27.5528645901,um,61,9
405.6448007121,262.2562808414,28.3914287219,um,62,9
392.6686128848,298.1502348111,81.3621022933,um,1,10
392.0772335819,298.3273622435,80.6089499666,um,2,10
391.7250225243,298.0686149047,80.8228048714,um,3,10
392.0744917577,297.9365733093,81.0883096413,um,4,10
392.1480121538,297.8314466084,80.9540104503,um,5,10
389.8995851427,296.1388018871,81.0252926017,um,6,10
389.3826638603,296.2700461263,81.653058283,um,7,10
389.852389138,295.7082465078,82.3345550073,um,8,10
390.4383601831,295.4214928465,82.2021792311,um,9,10
390.1403422091,295.4244249135,81.893184245,um,10,10
389.3331288713,295.4754937979,82.354774595,um,11,10
388.3742079379,294.516428117,82.9867830607,um,12,10
388.3427265978,294.5229058358,83.0559044141,um,13,10
388.6593896514,295.1794037761,82.9917470412,um,14,10
389.4682101152,295.2254618528,83.2530297133,um,15,10
389.2038156679,296.2072429702,81.5379147865,um,16,10
388.8215516287,295.8279915905,81.4509078062,um,17,10
387.7927138107,294.9144155047,82.1411625416,um,18,10
387.6417693114,294.6270278726,82.1253608552,um,19,10
386.703907931,293.8248189987,82.6299962367,um,20,10
386.6628437911,294.450968825,82.5358962776,um,21,10
386.8038777924,294.4998911506,82.5017902134,um,22,10
387.5743013354,292.9560942851,81.0245050377,um,23,10
388.3979098969,293.22290503,79.3000859704,um,24,10
388.4115484175,292.7011603271,79.8385554317,um,25,10
388.2620361992,293.6858461803,80.3876096599,um,26,10
388.2872738171,294.0467896626,79.9838675931,um,27,10
388.2044305922,293.8595487951,80.1297873526,um,28,10
388.8418775423,291.7349690436,79.6296012076,um,29,10
388.7524429673,291.7276233956,79.7580694812,um,30,10
388.5505062968,292.0321800993,80.131667731,um,31,10
388.671568724,292.5358792798,79.5211228601,um,32,10
389.7268439616,292.6950118185,80.7754156047,um,33,10
389.5673981155,292.7474490537,80.7149330661,um,34,10
389.2037507495,292.1013679241,81.0338676349,um,35,10
389.9708630281,291.7598018133,81.1487690846,um,36,10
390.0447090807,291.0756160304,80.8554830134,um,37,10
388.970432864,289.9757128949,80.707093614,um,38,10
388.7920915695,289.7508404948,80.653580603,um,39,10
388.3936785421,289.8700637272,80.1032787333,um,40,10
388.7558220878,289.5893028232,80.0306070888,um,41,10
388.7372533439,289.3516381232,79.1578951904,um,42,10
388.6552015012,289.1696604933,79.099191261,um,43,10
389.1029962597,288.7402125699,80.3807356624,um,44,10
388.8129191097,288.849976012,80.9775500848,um,45,10
388.5048028826,288.3449293864,83.0606022038,um,46,10
387.8515162428,288.9921324135,83.1702926108,um,47,10
387.5752207376,288.755086029,83.2987925548,um,48,10
387.6217405228,287.5282917588,83.4550562164,um,49,10
387.8715533444,287.7944571455,83.5528563772,um,50,10
388.046434995,287.387017093,84.0883234822,um,51,10
387.4659059404,286.5745767409,83.2214725732,um,52,10
387.2461745611,286.3910777212,82.9164250375,um,53,10
387.5053487037,286.3013227018,83.0524953567,um,54,10
388.1529032523,285.6797204981,82.9966123481,um,55,10
387.7875891925,285.7139439114,83.1872326628,um,56,10
387.9279953084,286.1622251143,83.8742379836,um,57,10
388.0855587109,286.0193548114,83.5401964642,um,58,10
388.0398154535,285.9849778939,83.5500307328,um,59,10
387.3652093747,284.9236548938,84.0872703924,um,60,10
386.3679929272,283.8342968108,83.937560589,um,61,10
386.6289149983,283.4847847377,84.2841903978,um,62,10
0.2832420596,378.7317886318,73.5479943338,um,4,11
1.983860812,380.2500716433,77.9928063435,um,27,12
3.7898874705,380.8793544373,77.095751474,um,28,12
4.0071376143,380.8579383528,76.6639256149,um,29,12
4.2448529966,378.8947427151,72.9597407311,um,30,12
3.7036193221,380.8961343694,71.8224974852,um,31,12
4.1116357521,380.531221497,70.8521754875,um,32,12
2.9062862598,382.1428958648,69.7347212233,um,33,12
2.7226896669,383.1231723985,68.2788260917,um,34,12
1.7388000204,385.4724733617,65.7815299888,um,35,12
0.6365863947,385.29195837,65.7796888626,um,36,12
0.2663231522,380.5870519579,67.0620503377,um,39,13
1.5673009175,380.3437889277,66.5596717008,um,40,13
2.8239852275,377.8399061525,67.4006953787,um,41,13
0.6810260838,377.3240006804,68.4268313196,um,42,13
0.8441769211,369.2995344125,61.1967706984,um,51,14
1.8686905598,369.2920733181,60.976973634,um,52,14
2.6455682252,368.9859732045,60.5691028345,um,53,14
3.6652952852,369.9202721559,60.4710571657,um,54,14
2.7422534763,371.5390494309,62.4730030368,um,55,14
1.715170542,372.1874543068,62.7594547087,um,56,14
2.8029637984,375.5525831188,62.9440143418,um,57,14
2.873855056,375.643250959,62.9805195734,um,58,14
2.3856948192,375.9061581369,62.8186255133,um,59,14
1.8063607862,374.4192214017,62.7851481608,um,60,14
3.5801463361,372.9558656257,62.7927879497,um,61,14
2.9795729766,373.8345701444,62.1137730708,um,62,14
159.8158850029,94.6657680948,58.3806343348,um,1,15
162.2265506637,96.3175496694,55.9679125991,um,2,15
163.1637387808,98.2007629081,50.6996108489,um,3,15
163.4010150549,100.2316294734,50.563353779,um,4,15
165.3138776982,100.5351539453,49.8928194081,um,5,15
169.9441637404,100.2054084366,50.9431324157,um,6,15
170.8061194462,99.4351431325,54.434257932,um,7,15
175.0448589183,97.0042642112,57.9935910089,um,8,15
173.3685068605,95.3509596258,60.4225760113,um,9,15
171.5079455834,91.5360417127,63.9023038255,um,10,15
172.4574049195,87.2255308302,63.6948761648,um,11,15
172.9392705374,82.9866254078,64.0045448632,um,12,15
171.9699319193,75.157600387,63.7724523118,um,13,15
167.167887382,73.5372732391,61.8669737696,um,14,15
165.2192045449,71.7129324152,64.4806618087,um,15,15
163.8203142465,70.6748924195,64.7907101745,um,16,15
160.7145550324,68.7262458513,61.739191682,um,17,15
158.9446021449,69.4825092345,58.5954703727,um,18,15
156.507791392,70.6912230496,59.5070538054,um,19,15
153.7134730033,76.4716673855,60.6763420939,um,20,15
150.1835489653,75.363185143,62.5307347796,um,21,15
145.657978175,74.1937858411,62.0864185812,um,22,15
141.7566293893,71.5889279201,63.6947933097,um,23,15
141.5895309109,70.6326500964,68.0418094512,um,24,15
142.0485744884,67.6567603336,69.752875891,um,25,15
139.4121264585,63.5529947355,68.4232920333,um,26,15
137.4339270619,60.210587842,63.4066521233,um,27,15
135.8051367345,54.6884319172,59.3631029174,um,28,15
133.350814442,52.1892463864,58.5674080804,um,29,15
135.0584695602,47.0131466097,58.2729251778,um,30,15
135.9768502981,42.0725815249,59.5313905131,um,31,15
139.5977039458,42.4280897059,60.8913026041,um,32,15
147.6838098444,42.1213478137,62.5437166049,um,33,15
151.8189857266,39.3935144881,63.2716189315,um,34,15
158.2831131186,39.6891523132,62.5144791289,um,35,15
161.1850762966,41.7300632649,60.6651831431,um,36,15
160.1976541069,42.9451958901,60.9752202221,um,37,15
157.4506873431,47.6919384052,64.4517775305,um,38,15
156.656453598,51.9379986029,65.1601239253,um,39,15
153.6274232572,57.3438749139,67.5545841366,um,40,15
150.6891993037,60.3165736721,67.1430337779,um,41,15
151.6589745209,64.2170437321,69.9333986886,um,42,15
150.8821520878,65.7764893777,72.7749641918,um,43,15
152.426015941,64.5797312904,76.3379973577,um,44,15
156.9304525209,62.6895467628,82.9795277727,um,45,15
157.9874669855,62.5374754784,86.2337208842,um,46,15
161.3226400015,66.231090902,87.333446345,um,47,15
163.7875211335,65.3475896474,87.7682000417,um,48,15
168.0797898509,61.7038523908,89.347788484,um,49,15
169.5808021697,61.6739061651,89.8072087087,um,50,15
171.2565109548,58.972967248,95.2317498893,um,51,15
170.2830792755,58.6094510335,99.6704441356,um,52,15
173.1665600141,358.2406121786,25.4204524152,um,1,16
174.0308306808,358.3536935201,24.392055166,um,2,16
174.250565927,357.6374914669,23.8598172403,um,3,16
174.1471021007,357.5847497254,23.8427546674,um,4,16
174.0257379019,357.600647028,23.7582767409,um,5,16
173.715556185,358.8543172867,23.8773311779,um,6,16
173.8488197127,359.1541377585,24.0677922924,um,7,16
173.5280905092,358.8134919968,24.7865145629,um,8,16
172.7429812094,358.6467428753,24.1572618276,um,9,16
172.6908603659,358.728795376,24.1837817395,um,10,16
172.5179661364,359.6580174843,24.2834497216,um,11,16
170.9973049447,359.5378422813,24.5137552066,um,12,16
170.9324121308,359.254359391,24.4984344559,um,13,16
170.9030473715,359.216723734,24.6319021458,um,14,16
169.3276089944,359.3894559372,24.7160875146,um,15,16
168.9356262504,359.7329731456,24.6090226642,um,16,16
168.9284238212,359.7988699531,24.6248358688,um,17,16
169.0198045726,359.9425001303,25.0281084734,um,18,16
168.9685189841,359.0556139119,25.8384514573,um,19,16
169.0599887524,358.8340209444,25.7492695414,um,20,16
169.3611166596,358.3182017709,25.516694201,um,21,16
169.8142601943,358.5707425034,25.6928080214,um,22,16
170.9667822661,358.6933390357,25.3442866384,um,23,16
171.8510425138,360.1732895472,24.255339619,um,24,16
172.3181259015,360.9787883816,23.7115005735,um,25,16
172.7663638947,361.0004152483,23.3052474727,um,26,16
173.1575001256,360.9958389322,22.9230171011,um,27,16
174.216675274,362.6715568638,19.513247414,um,28,16
174.6258252366,361.7853413285,18.9898574072,um,29,16
174.6313734671,361.2169206654,18.2576183705,um,30,16
175.6798707755,361.7727863553,18.7878919337,um,31,16
177.3842761567,361.5116792309,17.9533965875,um,32,16
178.0063647943,363.2286112056,18.5202421918,um,33,16
178.1701445344,363.6359997133,18.5702060551,um,34,16
178.4363298769,364.0421015554,18.9894739881,um,35,16
179.4243169503,363.7360042364,20.1897188037,um,36,16
179.6739041497,363.5865310331,20.5012573049,um,37,16
180.9493133531,364.5651662677,21.1179844938,um,38,16
181.7373111142,365.6477362581,21.7100037283,um,39,16
181.8926744913,366.3905629462,22.4091249543,um,40,16
182.0490248381,366.5016426838,22.4050897423,um,41,16
182.0203938975,366.911242828,22.5556263936,um,42,16
182.4358127546,368.1808073509,21.9705091735,um,43,16
183.07570554,368.9077911431,22.4045513056,um,44,16
183.1217091698,369.0208004679,22.3924314401,um,45,16
183.0789938579,369.0944013767,22.3799512961,um,46,16
181.714051735,370.8122961849,22.0008471037,um,47,16
182.2727472789,370.2717294978,21.5814108806,um,48,16
183.167728217,368.9103390908,21.809717495,um,49,16
185.1913452753,365.8636444701,21.8114647856,um,50,16
185.7480118697,364.4065510764,21.5053714812,um,51,16
185.9466042575,364.3430000736,21.2936970422,um,52,16
186.5534503543,364.4906330837,19.7202945696,um,53,16
186.9333384157,364.5620470169,18.462335207,um,54,16
187.049094699,364.8664613269,17.6904392012,um,55,16
186.3325162052,365.8764959428,16.3092328927,um,56,16
185.1209029287,366.0949933395,16.7771560108,um,57,16
185.0609477312,366.1575515145,16.8755985189,um,58,16
184.4442151702,366.6321307986,16.9661522081,um,59,16
184.1489986991,366.3846610931,16.2051701328,um,60,16
184.0214467473,366.7069809404,15.8675851341,um,61,16
182.2524609681,367.05752827,12.5058530215,um,62,16
303.655003513,367.5176619303,43.6595058657,um,1,17
301.9975551676,365.0227509423,44.3579845542,um,2,17
301.9145370409,364.5122507602,43.7016585182,um,3,17
301.0249546872,364.5669611226,42.7548109607,um,4,17
300.5570280274,364.9365444125,42.6344377059,um,5,17
300.4034859956,365.5991895551,43.0812706874,um,6,17
301.7296920473,364.8995732211,45.5620384984,um,7,17
302.3905808329,365.2507759589,45.8425935289,um,8,17
303.8697371732,365.5040177343,44.4616447478,um,9,17
303.8221301295,365.4967641194,44.4458044595,um,10,17
303.4685899033,366.5647138575,43.980699569,um,11,17
303.3808435394,366.5993440621,43.8745845615,um,12,17
302.8379869639,365.9448174875,43.788438045,um,13,17
303.274051433,366.3278936131,43.8533257417,um,14,17
303.6513244322,366.4077577913,43.791183679,um,15,17
304.1818868337,367.1780384896,44.0967093906,um,16,17
304.4599729382,367.3564366294,44.1665112913,um,17,17
304.7303341722,368.3608559412,43.7717694453,um,18,17
304.8233220309,367.9775190586,43.9248071006,um,19,17
303.6770813119,368.5569055637,42.8239474457,um,20,17
299.4908576707,368.8918692381,39.349156052,um,21,17
298.5325607464,370.3652941088,36.4614057183,um,22,17
299.6307316262,372.6551155627,35.453126282,um,23,17
299.6310535812,372.658460847,35.4616474819,um,24,17
300.0212367609,374.0399692813,35.5279322681,um,25,17
299.5829288292,374.9143532419,35.3942350781,um,26,17
299.5738688987,374.8976431033,35.4000363648,um,27,17
299.5428668234,372.5893605703,36.7669220004,um,28,17
301.588929288,372.3111284175,37.5544201518,um,29,17
300.8546037629,370.6194712788,37.3299000234,um,30,17
300.9470527838,370.5573493676,37.4076952797,um,31,17
301.8964269968,371.1824955042,37.4619796227,um,32,17
301.8917032832,371.221095475,37.4920567334,um,33,17
301.9045445566,371.1034929333,37.523664533,um,34,17
301.6028621319,370.7108877008,39.9196129134,um,35,17
300.780646622,373.56656162,44.368013837,um,36,17
300.3250670413,374.367379246,43.1950081879,um,37,17
300.3687208828,373.0057510017,40.3820129406,um,38,17
301.1091669409,373.0104335682,39.5847032461,um,39,17
302.1523487747,372.3272784311,37.9262264739,um,40,17
302.9539786291,372.3195466166,38.4598448373,um,41,17
303.8672336309,371.4525086015,37.9103517225,um,42,17
303.8098137853,371.5635173724,37.9515003401,um,43,17
304.0668420878,373.1938401045,37.7810106503,um,44,17
302.7500774343,375.3089981925,39.5989484528,um,45,17
302.4438947687,375.4323876093,40.8815398813,um,46,17
302.1496851792,376.2881752509,41.9717705363,um,47,17
302.5537351595,376.3892214769,42.3763805156,um,48,17
302.1017126882,375.0115781705,44.8152104794,um,49,17
303.274421324,375.3971726222,45.0725285017,um,50,17
306.8431094895,374.8371489887,44.8587058036,um,51,17
306.6622430105,374.9560280965,44.7863894092,um,52,17
306.7433574562,376.5124308938,44.8285666756,um,53,17
303.6531252957,378.307815302,46.0324674107,um,54,17
305.8247140054,380.186084407,47.5893646129,um,55,17
305.6241250018,380.3759158544,47.4535828304,um,56,17
305.636368199,380.4010440602,47.4797124448,um,57,17
304.8632392438,381.203583525,47.423828959,um,58,17
302.9671120671,383.5364401964,47.1888353649,um,59,17
300.9462451882,382.5926622683,47.4212579068,um,60,17
300.8166475452,381.2091904558,47.0593735671,um,61,17
300.0312214839,381.2051654927,46.8117679213,um,62,17
308.5531984777,407.0356349314,16.1840556443,um,1,18
305.9013737682,404.1444035447,15.1078719272,um,2,18
302.9839116228,401.6045119516,16.2573598162,um,3,18
301.0660093411,402.2626198035,19.5771589491,um,4,18
301.8949856223,402.3973679649,23.4593642613,um,5,18
303.9067746817,402.6320575956,27.0919979209,um,6,18
302.1256272868,402.5787268302,30.6710417991,um,7,18
299.9486261291,405.6315897736,32.2274002372,um,8,18
299.1844108997,408.6637778745,34.8677401932,um,9,18
301.6141880562,410.3730515185,37.7125955706,um,10,18
304.8395714748,408.2087144837,38.7193739594,um,11,18
307.715407655,409.0861888799,41.3849115844,um,12,18
306.3416442936,410.8714205065,44.8288654976,um,13,18
273.6123358273,2.8453791127,17.2010436255,um,1,19
272.9689092401,2.7935493324,17.6738893062,um,2,19
273.0552803221,3.0239147703,16.7726274543,um,3,19
273.7940741803,2.7859514174,16.1788994709,um,4,19
274.5434632323,2.9535067149,15.4171044442,um,5,19
275.2043707593,2.9947917207,15.9085163261,um,6,19
274.5822531544,2.9270003014,16.8453918949,um,7,19
273.9679014975,3.8964140175,17.1534670916,um,8,19
274.5602908018,3.680321875,17.7972002382,um,9,19
274.8251815497,4.135911547,18.7860117359,um,10,19
275.6438081244,4.2326124658,19.4399601263,um,11,19
275.4838560032,3.4789326352,20.2115898519,um,12,19
276.2695203762,3.103685094,20.4871200075,um,13,19
275.6386294851,3.0422741311,21.4771927025,um,14,19
275.1350357969,2.3459434004,21.394805325,um,15,19
275.3609663004,2.0074287303,22.140045691,um,16,19
274.598814458,1.2041465144,22.2508856294,um,17,19
274.7777803344,1.2733667255,23.2828013227,um,18,19
274.37325299,1.9736551622,23.7024446766,um,19,19
273.6979349561,2.8335708789,23.6063988439,um,20,19
273.4251623264,2.675584036,22.7040954519,um,21,19
272.6045842645,3.3128255507,22.6631713657,um,22,19
272.8577057594,3.7135867865,21.5530422491,um,23,19
273.3461018349,3.7806800104,22.3395856416,um,24,19
274.0709368791,3.7939605956,22.7005540611,um,25,19
274.0512485547,2.8674531539,22.4591672907,um,26,19
273.8397424946,3.1860368932,23.3449313784,um,27,19
274.1800772103,3.9195909571,23.0351473482,um,28,19
274.3290004235,3.0407044173,22.9202889128,um,29,19
275.1478467747,2.944198558,22.5897252992,um,30,19
274.3905960621,2.4488789343,22.0858200432,um,31,19
273.8565147476,2.9238056404,22.9230208009,um,32,19
274.291263366,3.7748216856,23.2333387454,um,33,19
274.7948124074,4.0208946123,22.5894636568,um,34,19
275.354725285,3.2162671086,22.0688735782,um,35,19
275.80739064,3.899421331,21.5898535066,um,36,19
275.7128889148,3.9485322684,20.3980527803,um,37,19
276.19014079,2.9603649722,20.3864327512,um,38,19
276.5799843115,2.3392607344,19.7313038507,um,39,19
277.4903797926,2.4151150939,19.3857713958,um,40,19
277.6053109438,2.5625888648,18.4964964401,um,41,19
278.3622832625,2.9882638212,18.472675607,um,42,19
278.673249812,2.4572163224,17.7912975688,um,43,19
278.9576935285,2.6340313604,16.9673535638,um,44,19
279.4733743537,1.7766844226,16.7697667068,um,45,19
